"text","author"
"All these principles, however, are usually mingled with one another.","HPL"
"But so blind is the experience of man, that what I conceived to be the best assistants to my plan may have entirely destroyed it.","MWS"
"My long and tangled hair hung in elf locks on my brow-my dark eyes, now hollow and wild, gleamed from under them-my cheeks were discoloured by the jaundice, which (the effect of misery and neglect) suffused my skin, and were half hid by a beard of many days' growth.","MWS"
"I believe the world has never yet seen, and that, unless through some series of accidents goading the noblest order of mind into distasteful exertion, the world will never behold, that full extent of triumphant execution, in the richer productions of Art, of which the human nature is absolutely capable.","EAP"
"These, although of ordinary width for some eight or ten feet above the hearths, will not admit, throughout their extent, the body of a large cat.","EAP"
"Some person is concealed in the box during the whole time of exhibiting the interior.","EAP"
"Inspector Legrasse related as fully as possible his experience with the swamp worshippers; telling a story to which I could see my uncle attached profound significance.","HPL"
"It had taken, with inconceivable rapidity, the character of a gigantic mantle of rare flame, extending from horizon to horizon.","EAP"
"Waterfront scum was far too common for special mention; though there was vague talk about one inland trip these mongrels had made, during which faint drumming and red flame were noted on the distant hills.","HPL"
"The season was favourable; the north-west that blew would take us transversely across the gulph; and then we might find, in some abandoned port, a light Greek caique, adapted for such navigation, and run down the coast of the Morea, and, passing over the Isthmus of Corinth, without much land-travelling or fatigue, find ourselves at Athens.","MWS"
"But busy, uninteresting, joyous faces brought back despair to my heart.","MWS"
"The coyote, the dog, the storm, all were audible; the last named now gaining ascendancy as the wind shrieked more and more frantically.","HPL"
"It seemed to rest on especially high ground; for the grimy facade, and the obliquely seen north side with sloping roof and the tops of great pointed windows, rose boldly above the tangle of surrounding ridgepoles and chimney-pots.","HPL"
"On the floor was an ingrain carpet, of excellent texture-a white ground, spotted with small circular green figures.","EAP"
"After this narrow escape we proceeded with greater caution, and arrived at our point of destination in safety.","EAP"
"You come to us now to share a misery which nothing can alleviate; yet your presence will, I hope, revive our father, who seems sinking under his misfortune; and your persuasions will induce poor Elizabeth to cease her vain and tormenting self-accusations.--Poor William!","MWS"
"During the brightest days of her unparalleled beauty, most surely I had never loved her.","EAP"
"Dr. Willett is certain tliat, up to tliis ill-omened winter of first change, Charles Ward's antlquarlanism was free from every trace of the morbid.","HPL"
"We have been reflecting on Life for about twenty years, ever since we were five, and have consistently believed that the wisdom of the ancient sage is the true wisdom; that Life is essentially immutable, and that the glorious dreams of youth are no more than dreams, to be dissipated by the dawn of maturity and the full light of age.","HPL"
"The thoroughness of its insulation and seclusion, and the difficulty of ingress and egress, would in such case be the charm of charms; but as yet I am not Timon.","EAP"
"They had been awaiting me with much impatience; the Mummy was extended upon the dining-table; and the moment I entered its examination was commenced.","EAP"
"He had seen it, and praised it; it was again retouched by her, each stroke of her pencil was as a chord of thrilling music, and bore to her the idea of a temple raised to celebrate the deepest and most unutterable emotions of her soul.","MWS"
"The rain fell fast; the air grew cool; and the people were retiring to their homes.","EAP"
"Green leaves shrank before the hot breath of furnaces.","EAP"
"But we deemed the game worth the hazard, and embarked on it alone and unhesitatingly; conscious that the seeking of outside aid would only expose us to ridicule and perhaps defeat our entire purpose.","HPL"
"With conscience clear, I quit the earth below, The boundless joys of Woden's halls to know.","HPL"
"His wife-my mother, whom he married at fifteen-was a Mademoiselle Croissart, eldest daughter of Croissart the banker, whose wife, again, being only sixteen when married, was the eldest daughter of one Victor Voissart.","EAP"
"""Vell, Monsieur,"" said she, after surveying me, in great apparent astonishment, for some moments-""Vell, Monsieur?-and vat den?-vat de matter now?","EAP"
"If dishonour, or what I conceive to be dishonour, come near me, I am lost.""","MWS"
"Mille, mille, mille, mille, decollavimus!","EAP"
"We now took some degree of heart, and encouraged each other to hope for the best.","EAP"
"III Ah I ever I behold Thy dreamy, passionate eyes, Blue as the languid skies Hung with the sunset's fringe of gold; Now strangely clear thine image grows, And olden memories Are startled from their long repose Like shadows on the silent snows When suddenly the night-wind blows Where quiet moonlight ties.","EAP"
"I would call forthwith upon the General himself, and demand, in explicit terms, a solution of this abominable piece of mystery.","EAP"
"The editorial column reveals the genius and exquisite taste of its gifted publisher.","HPL"
"All was again silent, but his words rang in my ears.","MWS"
"Additional scarred bones found, but these must wait.","HPL"
"In Ulthar, before ever the burgesses forbade the killing of cats, there dwelt an old cotter and his wife who delighted to trap and slay the cats of their neighbours.","HPL"
"In my boyish days she was the universe to me.","MWS"
"points especially to the presence of a gang, in the vicinity of the thicket, at or about the epoch of the murder.","EAP"
"Flying from the mass of falling ruin which leapt over the high walls, and shook the ivy towers, a crowd of soldiers made for the road by which I came; I was surrounded, hemmed in by them, unable to get forward.","MWS"
"His orations against L. Sergius Catilina during his consulship broke up one of the most dastardly plots in history, and gained for him the title of ""Father of His Country.""","HPL"
"The times were lawless, and men who had flouted the King's revenue forces for years were not the ones to balk at sterner things when duty impelled.","HPL"
"""Mrs. W. was a little indisposed, and would decline coming on board until to-morrow, at the hour of sailing.""","EAP"
"As all know, our report included a tale of a hard ascent; a confirmation of Lake's opinion that the great peaks are of Archaean slate and other very primal crumpled strata unchanged since at least middle Comanchian times; a conventional comment on the regularity of the clinging cube and rampart formations; a decision that the cave-mouths indicate dissolved calcareous veins; a conjecture that certain slopes and passes would permit of the scaling and crossing of the entire range by seasoned mountaineers; and a remark that the mysterious other side holds a lofty and immense super-plateau as ancient and unchanging as the mountains themselves - 20,000 feet in elevation, with grotesque rock formations protruding through a thin glacial layer and with low gradual foothills between the general plateau surface and the sheer precipices of the highest peaks.","HPL"
"Into the sunset wandered Iranon, seeking still for his native land and for men who would understand and cherish his songs and dreams.","HPL"
"When they left, Mr. Ward and Dr. Willett realised to their chagrin that they had really been the ones under catechism; and that without imparting anything vital himself, the confined youth had adroitly pumped them of everything the Prague letter had contained.","HPL"
"If heaven ever wishes to grant me a boon, it will be a total effacing of the results of a mere chance which fixed my eye on a certain stray piece of shelf-paper.","HPL"
"We stood at the door looking on this strange scene, till the dog perceiving us barked loudly; the child turned and saw us: her face, losing its gaiety, assumed a sullen expression: she slunk back, apparently meditating an escape.","MWS"
"I could find, indeed, but one vulnerable point, and that, lying in a personal peculiarity, arising, perhaps, from constitutional disease, would have been spared by any antagonist less at his wit's end than myself;-my rival had a weakness in the faucal or guttural organs, which precluded him from raising his voice at any time above a very low whisper.","EAP"
"The damn' government can try tuh make folks good ef it wants tuh, but it can't stop a feller from hittin' 'er up when he feels like it.","HPL"
"Matthew Hilson's rhymed greeting to the United from across the water, is on the whole, graceful and well done, and the United acknowledges its receipt with thanks.","HPL"
"I observe, too, a vacillation in your step-a joyous inquietude in your eyes.","EAP"
"(10) The split infinitive, as ""=to= calmly =glide=.""","HPL"
"My head ached, and I fancied a ringing in my ears: but still they sat and still chatted.","EAP"
"And this-this keen, perfect, self-existing sentiment of duration-this sentiment existing (as man could not possibly have conceived it to exist) independently of any succession of events-this idea-this sixth sense, upspringing from the ashes of the rest, was the first obvious and certain step of the intemporal soul upon the threshold of the temporal Eternity.","EAP"
"With it shall go this record of mine - this test of my own sanity, wherein is pieced together that which I hope may never be pieced together again.","HPL"
"""Thus, may it please your Excellencies, I have detailed some, though by no means all, the considerations which led me to form the project of a lunar voyage.","EAP"
"For thirteen years more my life ran smoothly and happily.","HPL"
"He goes wrong by reason of his very profundity, and of his error we have a natural type in the contemplation of a star.","EAP"
"We first had bidden adieu to the state of things which having existed many thousand years, seemed eternal; such a state of government, obedience, traffic, and domestic intercourse, as had moulded our hearts and capacities, as far back as memory could reach.","MWS"
"After a while, as the days of waking became less and less bearable from their greyness and sameness, I would often drift in opiate peace through the valley and the shadowy groves, and wonder how I might seize them for my eternal dwelling-place, so that I need no more crawl back to a dull world stript of interest and new colours.","HPL"
"As the phantom of the burning house faded, I found myself screaming and struggling madly in the arms of two men, one of whom was the spy who had followed me to the tomb.","HPL"
"No one was spoken of as frequenting the house.","EAP"
"Though the rapid drop of the monster had been seen, no one could say just what the creature was like; those who had glimpsed it called it simply a devil.","HPL"
"We sat close together, supporting each other with the aid of the broken ropes about the windlass, and devising methods of escape from our frightful situation.","EAP"
"But I had yet a resource left, in my constitutional audacity.","EAP"
"""It is generally so, but not always.","EAP"
"Mecca had never before been so crowded with pilgrims; yet the Arabs neglected to pillage the caravans, but, humble and weaponless, they joined the procession, praying Mahomet to avert plague from their tents and deserts.","MWS"
"Run, Prince!-Bravo, Epiphanes!","EAP"
"Fain would the powers from outside bring chaos and horror to you, Randolph Carter, who are the cause of their upsetting, but that they know it is by you alone that the gods may be sent back to their world.","HPL"
"In no instance before that of which I speak, have I known the habitual mystific escape the natural consequence of his manoevres-an attachment of the ludicrous to his own character and person.","EAP"
"As it was, the fascination became twofold; and we paused in doubt whether to abandon our search and quit the priory forever in superstitious caution, or to gratify our sense of adventure and brave whatever horrors might await us in the unknown depths.","HPL"
"To preserve these we had quitted England-England, no more; for without her children, what name could that barren island claim?","MWS"
"I dun't think he aimed at fust to do no mixin', nor raise no younguns to take to the water an' turn into fishes with eternal life.","HPL"
"like a great many pleasant things, is more pleasant than true, and I am indebted altogether to the ""Isitsöornot"" for the means of correcting the error.","EAP"
"Let me go, or I will tell my papa.'","MWS"
"We returned again, with torches; for I could not rest, when I thought that my sweet boy had lost himself, and was exposed to all the damps and dews of night: Elizabeth also suffered extreme anguish.","MWS"
"""A thousand pounds,"" said I, sitting down.","EAP"
"The metric art is represented by three contributions.","HPL"
"said I, exultingly to myself, ""this is indeed the speaking image of my beloved!""","EAP"
"It was not until some time after dark that we took courage to get up and throw the body overboard.","EAP"
"In the week that followed we were all very nervous, watching for the Dacia.","HPL"
"Neither grief, philosophy, nor love could make Perdita think with mildness of the dereliction of Raymond.","MWS"
"I long, in passing through the dim valley, for the sympathy-I had nearly said for the pity-of my fellow men.","EAP"
"After what seemed the lapse of a century it came.","EAP"
"I will be minute in relating all-but at what point shall the weird narrative begin?","EAP"
"Also, I must not dwell on what that factory inspector had told the Newburyport ticket-agent about the Oilman House and the voices of its nocturnal tenants - not on that, nor on the face beneath the tiara in the black church doorway; the face for whose horror my conscious mind could not account.","HPL"
"I do not know how I came to live on such a street, but I was not myself when I moved there.","HPL"
"I rushed towards her, and embraced her with ardour; but the deadly languor and coldness of the limbs told me, that what I now held in my arms had ceased to be the Elizabeth whom I had loved and cherished.","MWS"
"He evidently prided himself much upon every inch of his personal appearance, but took more especial delight in calling attention to his gaudy-colored surtout.","EAP"
"The Emma, he says, was delayed and thrown widely south of her course by the great storm of March 1st, and on March 22nd, in S. Latitude 49° 51', W. Longitude 128° 34', encountered the Alert, manned by a queer and evil-looking crew of Kanakas and half-castes.","HPL"
"The old man saw it, and stopped whispering even before my expression of horror made it necessary; saw it and glanced quickly toward the floor of the room he had left an hour before.","HPL"
"Now, in the cabin of the Empress, I am pondering long and frantically on the entire matter, and have decided that my son at least must be informed.","HPL"
"George Bennett and William Tobey had left no trace, not even of a struggle.","HPL"
"I thus learned the following particulars.","EAP"
"The Yankees alone are preposterous.","EAP"
"At the hearin' of this, ye may swear, though, I was as mad as a grasshopper, but I remimbered that I was Sir Pathrick O'Grandison, Barronitt, and that it wasn't althegither gentaal to lit the anger git the upper hand o' the purliteness, so I made light o' the matter and kipt dark, and got quite sociable wid the little chap, and afther a while what did he do but ask me to go wid him to the widdy's, saying he wud give me the feshionable inthroduction to her leddyship.","EAP"
"My father felt that his fall was near; but so far from profiting by this last calm before the storm to save himself, he sought to forget anticipated evil by making still greater sacrifices to the deity of pleasure, deceitful and cruel arbiter of his destiny.","MWS"
"We will say, then, that I am mad.","EAP"
"In order to get the means of taking the first step, I propose to lecture at the Society Library, on Thursday, the 3d of February, and, that there may be no cause of squabbling, my subject shall not be literary at all.","EAP"
"But the intermediate steps, the climbing the wall, raised up between what was and is, while I still looked back nor saw the concealed desert beyond, is a labour past my strength.","MWS"
"He was drenched with perspiration and without means of producing a light; stridden and unnerved in the abysmal blacl^ness and horror, and crushed with a memory he never could efface.","HPL"
"It was in this stream, I recalled from newspaper items, that one of the morbid crab-like beings had been seen floating after the floods.","HPL"
"There are ideal series of events which run parallel with the real ones.","EAP"
"[Mr. Crab smiled blandly as he emphasized the word ""recipients.""]","EAP"
"In the first place, go to bed.","EAP"
"I paused, examining and analysing all the minutiae of causation, as exemplified in the change from life to death, and death to life, until from the midst of this darkness a sudden light broke in upon me-a light so brilliant and wondrous, yet so simple, that while I became dizzy with the immensity of the prospect which it illustrated, I was surprised that among so many men of genius, who had directed their inquiries towards the same science, that I alone should be reserved to discover so astonishing a secret.","MWS"
"The pretty Miss Mansfield has already received the congratulatory visits on her approaching marriage with a young Englishman, John Melbourne, Esq.","MWS"
"The leak was now easily kept under by one pump going every three quarters of an hour.","EAP"
"Awaiting word, and hoping to see you shortly with the phonograph record and all my letters - and the kodak prints - I am Yours in anticipation, HENRY W. AKELEY To Albert N. Wilmarth, Esq., Miskatonic University, Arkham, Mass.","HPL"
"The torch shook in his hand, but he looked again to see what manner of living creature might be immured there in the darkness of that unnatural well; left starving by young Ward through all the long month since the doctors had taken him away, and clearly only one of a vast number prisoned in the kindred wells whose pierced stone covers so thickly studded in the floor of the great vaulted cavern.","HPL"
"Of the general phraseology and imagery we may only remark that Mr. Crowley has much to forget, as well as to learn, before he can compete with Mr. Kleiner or other high-grade amatory poets in the United.","HPL"
"Your cough-"" ""It is nothing,"" he said; ""let us go on.","EAP"
"In the morning he bade them adieu and rode on into the darkening north, where they had warned him he would find the feared and unvisited quarry whence hands older than men's hands had wrenched prodigious blocks.","HPL"
"Out beyond those stars yawn the gulfs from whence my mindless masters have sent me.","HPL"
"In the first place, the voice seemed to reach our ears-at least mine-from a vast distance, or from some deep cavern within the earth.","EAP"
"There are few persons, even among the calmest thinkers, who have not occasionally been startled into a vague yet thrilling half-credence in the supernatural, by coincidences of so seemingly marvellous a character that, as mere coincidences, the intellect has been unable to receive them.","EAP"
"I heard of the discovery of the American hemisphere and wept with Safie over the hapless fate of its original inhabitants.","MWS"
"You come, sir, at a time Most seasonable.","EAP"
"They are dead, and but one feeling in such a solitude can persuade me to preserve my life.","MWS"
"Let us now revert to the interior of the room.","EAP"
"My lieutenant, for instance, is a man of wonderful courage and enterprise; he is madly desirous of glory: or rather, to word my phrase more characteristically, of advancement in his profession.","MWS"
"Miss Haughton is a polished and scholarly reviewer, and her criticisms are in every instance just and helpful.","HPL"
"Any chance might have turned my mind to dark studies during the amnesia - and then I read the forbidden legends and met the members of ancient and ill-regarded cults.","HPL"
"The Knight's Head had been his headquarters, and when he was confined he expressed some vague gratitude as if for protection.","HPL"
"Inspirited by this wind of promise, my daydreams become more fervent and vivid.","MWS"
"And as I stood there looking in terror, the wind blew out both the candles in that ancient peaked garret, leaving me in savage and impenetrable darkness with chaos and pandemonium before me, and the daemon madness of that night-baying viol behind me.","HPL"
"His personal library--his haven of contentment--contains more than 1500 volumes, many of them yellowed with age, and crude examples of the printer's art.","HPL"
"Finding that no satisfaction was to be obtained of Jupiter, whose whole intellect seemed to be absorbed by ""de bug,"" I now stepped into the boat and made sail.","EAP"
"""If ever island were enchanted,"" said I to myself, ""this is it.","EAP"
"The uncertain bridge now before me was posted with a warning sign, but I took the risk and crossed again to the south bank where traces of life reappeared.","HPL"
"Then suddenly all thoughts of time were blotted out by an onrushing image of sharp intensity and unaccountable horror which had seized me before I knew what it really was.","HPL"
"Was surprised at finding the rim of ice at a very moderate distance, and an immense field of the same material stretching away off to the horizon in the north.","EAP"
"Possibly, at this period the deck was drifting rapidly before the wind, and drawing him after it, as he floated upon his back.","EAP"
"(31) Common experiments in Natural Philosophy.","EAP"
"Clearly, some cryptic, evil movement was afoot on a large scale - ^just what, I could not say.","HPL"
"THE FALL OF THE HOUSE OF USHER Son cœur est un luth suspendu; Sitôt qu'on le touche il résonne.. -De Béranger.","EAP"
"asks the finder, in great tribulation.","EAP"
"But now we entered it with a torpor more painful than acute suffering.","MWS"
"It is the usual Sunday resort of blackguards from the city, who cross the river in boats.","EAP"
"By degrees the sun, which with slant beams had before yielded the more extended reign to night, lengthened his diurnal journey, and mounted his highest throne, at once the fosterer of earth's new beauty, and her lover.","MWS"
"He had slipped out unseen and swaggered boldly in past the men hired to guard him.","HPL"
"Thus she remained, and thus she rotted, erect.","EAP"
"To be sure, it has a circulation of 200,000, and its subscription list has increased one-third during the last fortnight, but on the other hand, the sums it disburses, monthly, for contributions, are fearfully great.","EAP"
"""Here is a nice little Latin phrase, and rare too, (one can't be too recherché or brief in one's Latin, it's getting so common-ignoratio elenchi.","EAP"
"I saw him descend the mountain with greater speed than the flight of an eagle, and quickly lost him among the undulations of the sea of ice.","MWS"
"You would have sworn that the writer had been born and brought up in a coffin.","EAP"
"Shall a Norrys hold the lands of a de la Poer?","HPL"
"'Wery well,' replied Bob, 'here goes it!'","EAP"
"Then, driven ahead by curiosity in their captured yacht under Johansen's command, the men sight a great stone pillar sticking out of the sea, and in S. Latitude 47° 9', W. Longitude 126° 43' come upon a coast-line of mingled mud, ooze, and weedy Cyclopean masonry which can be nothing less than the tangible substance of earth's supreme terror - the nightmare corpse-city of R'lyeh, that was built in measureless aeons behind history by the vast, loathsome shapes that seeped down from the dark stars.","HPL"
"I took from their sconces two flambeaux, and giving one to Fortunato, bowed him through several suites of rooms to the archway that led into the vaults.","EAP"
"They leaped as though they had hooves instead of feet, and seemed to wear a sort of wig or headpiece with small horns.","HPL"
"And in a few years more, men built cabins on the south side of The Street.","HPL"
"In the midst of poverty and want, Felix carried with pleasure to his sister the first little white flower that peeped out from beneath the snowy ground.","MWS"
"What a pitiable, forlorn, disconsolate being I was!","MWS"
"""But 'Paradise Lost' excited different and far deeper emotions.","MWS"
"""Very good; and now do hold your tongue, if you can.""","EAP"
"Still, he was very old and very feeble, and there were two visitors.","HPL"
"But for the necessity of the rudimental, prior to the ultimate life, there would have been no bodies such as these.","EAP"
"My best feelings were called into play to give fitting responses to the generosity, wisdom, and amenity of my new friend.","MWS"
"But this was only the least remarkable of its extraordinary qualities.","EAP"
"!-why, bless me, he's the man-"" ""Mann!-Captain Mann?""","EAP"
"And in two weeks there was not any sunlight at all, but only a weird grey twilight shining through a dome of eternal cloud by day, and a cold starless phosphorescence from the under side of that cloud by night.","HPL"
"In summer the gardens were cooled with fresh odorous breezes skilfully wafted by fans, and in winter they were heated with concealed fires, so that in those gardens it was always spring.","HPL"
"She, too, was quite a child when married; and her mother, also, Madame Moissart, was only fourteen when led to the altar.","EAP"
"MELLONTA TAUTA TO THE EDITORS OF THE LADY'S BOOK: I have the honor of sending you, for your magazine, an article which I hope you will be able to comprehend rather more distinctly than I do myself.","EAP"
"After a while he thought he detected a suspicion of a glow infinitely far away, and toward this he crawled in agonised caution on hands and knees amidst the stench and howling, always feeling ahead lest he collide with the numerous great pillars or stumble into the abominable pit he had uncovered.","HPL"
"Marie, too, was found in the river; and upon this very river was this known outrage committed.","EAP"
"Willett shuddered at the thought of what he had been pouring in and out of his hands, and for a moment felt an impulse to flee in panic from that cavern of hideous shelves with their silent and perhaps watching sentinels.","HPL"
"""You must get over these fancies,"" said the guide, ""for I have brought you here that you might have the best possible view of the scene of that event I mentioned-and to tell you the whole story with the spot just under your eye.""","EAP"
"He had come like a thief in the night.","EAP"
"While they were gone, I would remain at the base with Pabodie and five men and work out final plans for the eastward shift.","HPL"
"There was something hideous, blasphemous, and abnormal about it, and but for a cry from his recovering wife which cleared his mind by arousing his protective instincts it is not likely that Theodore Howland Ward could have maintained for nearly a year more his old boast that he had never fainted.","HPL"
"""At a quarter-past eight, being no longer able to draw breath without the most intolerable pain, I proceeded forthwith to adjust around the car the apparatus belonging to the condenser.","EAP"
"He thought of Wilbur, goatish and ominous, once again, and laughed mockingly at the village rumours of his parentage.","HPL"
"Sometimes I entreated my attendants to assist me in the destruction of the fiend by whom I was tormented; and, at others, I felt the fingers of the monster already grasping my neck, and screamed aloud with agony and terror.","MWS"
"Elemental Phases Before considering the various formal classes of composition, it is well to note certain elements common to them all.","HPL"
"Listen to me, Frankenstein.","MWS"
"I had, from the moment I had reasoned on the subject, instituted myself the subject to fate, and the servant of necessity, the visible laws of the invisible God-I believed that my obedience was the result of sound reasoning, pure feeling, and an exalted sense of the true excellence and nobility of my nature.","MWS"
"""I drink,"" he said, ""to the buried that repose around us.""","EAP"
"As soon as he showed signs of life we wrapped him up in blankets, and placed him near the chimney of the kitchen stove.","MWS"
"""I shall perish,"" said he, ""I must perish in this deplorable folly.","EAP"
"It is needless to say that the news pages are interesting, and that the paper as a whole well maintains the high reputation it has ever enjoyed.","HPL"
"But I was perfectly unacquainted with towns, and large assemblages of men.","MWS"
"I was rather glad to be rid of Muller, for even his silence had unfavourably affected the crew.","HPL"
"But still I read more - in hidden, forgotten books and scrolls to which my new vision led me - and pushed through fresh gateways of space and being and life-patterns toward the core of the unknown cosmos.","HPL"
"No attention was paid to Augustus, who was untied and suffered to go about anywhere forward of the cabin companion-way.","EAP"
"As I floated closer to that city I saw a great square building of stone in an open space, and felt a hideous fear clutching at me.","HPL"
"There had been aeons when other Things ruled on the earth, and They had had great cities.","HPL"
"That is to say, she was chatty; and to be chatty is no slight recommendation at sea.","EAP"
"As the miser, who with trembling caution visits his treasure to count it again and again, so I numbered each moment, and grudged every one that was not spent with Idris.","MWS"
"Nor, indeed, were we altogether free from the apprehension of immediate danger, for the least slip or false movement would have thrown us at once within reach of those voracious fish, who frequently thrust themselves directly upon us, swimming up to leeward.","EAP"
"Depart to your home, and commence your labours: I shall watch their progress with unutterable anxiety; and fear not but that when you are ready I shall appear.""","MWS"
"But mind ye, Luther he didn't see nothin' at all, only just the bendin' trees an' underbrush.","HPL"
"It writhes!-it writhes!-with mortal pangs The mimes become its food, And the seraphs sob at vermin fangs In human gore imbued.","EAP"
"The loss of over five years creates more complications than can be imagined, and in my case there were countless matters to be adjusted.","HPL"
"He despises me, I thought; but he shall learn that I despise him, and hold in equal contempt his punishments and his clemency.","MWS"
"The lower range is not so immediately perspicuous.","EAP"
"Apart from the poetry, criticism seems the dominant element in The Piper, and it would be difficult indeed to find a more lucid and discerning series of reviews.","HPL"
"What had the boy called out of the void, and what had it done to him?","HPL"
"Lake's sub-expedition into the unknown, as everyone will recall, sent out its own reports from the short-wave transmitters on the planes; these being simultaneously picked up by our apparatus at the southern base and by the Arkham at McMurdo Sound, whence they were relayed to the outside world on wave-lengths up to fifty metres.","HPL"
"The Bermuda letter is highly interesting in its descriptions, but painfully unscholarly in its phraseology.","HPL"
"Could I believe my eyes?-could I?-that was the question.","EAP"
"""Did you bring any message from Mr.","EAP"
"I could not make out just how much this Mr. Noyes - as he announced himself - knew of Akeley's researches and discoveries, though it seemed to me that his casual manner stamped him as a comparative outsider.","HPL"
"But the case is otherwise when the back door of the cupboard No.","EAP"
"I would claim my heritage of death, even though my soul go seeking through the ages for another corporeal tenement to represent it on that vacant slab in the alcove of the vault.","HPL"
"I wrote, DEDICATION TO THE ILLUSTRIOUS DEAD.","MWS"
"The building was full of a frightful stench which Dr. Armitage knew too well, and the three men rushed across the hall to the small genealogical reading-room whence the low whining came.","HPL"
"It is a strange dark orb at the very rim of our solar system - unknown to earthly astronomers as yet.","HPL"
"Death had never wanted weapons wherewith to destroy life, and we, few and weak as we had become, were still exposed to every other shaft with which his full quiver teemed.","MWS"
"This primal vault was round and fully two hundred feet across, with nothing carved upon the dark-hued stonework.","HPL"
"Madame D. recognized not only the scarf which was found in the thicket, but the dress which was discovered upon the corpse.","EAP"
"The time at length arrives when grief is rather an indulgence than a necessity; and the smile that plays upon the lips, although it may be deemed a sacrilege, is not banished.","MWS"
"The urge to walk was gradually changing to an urge to leap mystically into space, and suddenly he realised just where the source of the pull lay.","HPL"
"Return to The Picture in the House (1920) Searchers after horror haunt strange, far places.","HPL"
"In my present weak state of both mind and body, I should infallibly lose my way if I attempted it, and perish miserably amid the dismal and disgusting labyrinths of the hold.","EAP"
"Before he fully realised what had happened he was back in his familiar room at the inn at Dylath-Leen, and the stealthy, friendly cats were pouring out of the window in streams.","HPL"
"His wild and enthusiastic imagination was chastened by the sensibility of his heart.","MWS"
"Cold by no means so intense.","EAP"
"They pressed-they swarmed upon me in ever accumulating heaps.","EAP"
"His fury of hysteria was spent, and he was inclined to be silent; though he began muttering darkly to himself when the car passed through Augusta - as if the sight of a city aroused unpleasant memories.","HPL"
"Evidently the ticket-agent had not exaggerated the dislike which local people bore toward Innsmouth and its denizens.","HPL"
"The lounger I had hired, it seems, had fled screaming and mad-eyed not long after his second delivery of ice; perhaps as a result of excessive curiosity.","HPL"
"We could not get It out of our minds that some subtly but profoundly alien element had been added to the aesthetic feeling behind the technique - an alien element, Danforth guessed, that was responsible for the manifestly laborious substitution.","HPL"
"Never a competent navigator, I could only guess vaguely by the sun and stars that I was somewhat south of the equator.","HPL"
"Filled with wonder, yet now realizing how the man had obtained access to the chateau, I proceeded to return.","HPL"
"The room was decorated with the busts of many of them, and he described their characters to me.","MWS"
"""I continued to wind among the paths of the wood, until I came to its boundary, which was skirted by a deep and rapid river, into which many of the trees bent their branches, now budding with the fresh spring.","MWS"
"Might it not actually be another U-boat, offering possibilities of rescue?","HPL"
"none of these things accompanied our fall!","MWS"
"It was necessary to follow up our nomination, and to persuade Raymond to present himself to the electors on the following evening.","MWS"
"I had first, however, provided for my sustenance for that day by a loaf of coarse bread, which I purloined, and a cup with which I could drink more conveniently than from my hand of the pure water which flowed by my retreat.","MWS"
"[1] Lord Byron's Fourth Canto of Childe Harolde.","MWS"
"I grew perfectly sober in an instant.","EAP"
"All these and security were within.","EAP"
"Plainly, the days of Roman glory are over; and only a few and mainly mediocre geniuses are to be expected in the years preceding the actual downfall of Latin civilisation.","HPL"
"Our dainty fare was often exchanged for blows and imprisonment.","MWS"
"I was, therefore, quite anxious to make her acquaintance.","EAP"
"It could be done quietly, and even the widow and her father need not be told how it came about.","HPL"
"Soon after, Raymond arrived.","MWS"
"One day as Adrian and Idris were riding through the forest, with their mother and accustomed companions, Idris, drawing her brother aside from the rest of the cavalcade, suddenly asked him, ""What had become of his friend, Lionel Verney?""","MWS"
"It was only in the one late-built house with the decadent carvings that we obtained any foreshadowing of the final calamity leading to the city's desertion.","HPL"
"Such a welcome is certain to react with double felicity upon the giver.","HPL"
"We had not the heart to undeceive the poor old man; and at the moment I came in, he was reading parts of his book to Idris, asking what answer could be given to this or that position.","MWS"
"Substance and manner of origin.","HPL"
"I must be dreaming - but I would test the horror by carrying this thing back and shewing it to my son if it were indeed a reality.","HPL"
"He was conscious, as one who united imagination with scientific knowledge, that modern people under lawless conditions tend uncannily to repeat the darkest instinctive patterns of primitive half-ape savagery in their daily life and ritual observances; and he had often viewed with an anthropologist's shudder the chanting, cursing processions of blear-eyed and pockmarked young men which wound their way along in the dark small hours of morning.","HPL"
"As I closed the door behind me and descended the dripping steps by the light of my lone candle, I seemed to know the way; and though the candle sputtered with the stifling reek of the place, I felt singularly at home in the musty, charnel-house air.","HPL"
"I am malicious because I am miserable.","MWS"
"""I could mention innumerable instances which, although slight, marked the dispositions of these amiable cottagers.","MWS"
"I replied in the same language, with a feeble voice, ""I believe I am; but if it be all true, if indeed I did not dream, I am sorry that I am still alive to feel this misery and horror.""","MWS"
"what say of CONSCIENCE grim, That spectre in my path?","EAP"
"If the murder had been committed at the Barrière du Roule, there would have been no necessity for any such arrangement.","EAP"
"The immense mountains and precipices that overhung me on every side, the sound of the river raging among the rocks, and the dashing of the waterfalls around spoke of a power mighty as Omnipotence-and I ceased to fear or to bend before any being less almighty than that which had created and ruled the elements, here displayed in their most terrific guise.","MWS"
"Though the culture was mainly urban, some agriculture and much stock-raising existed.","HPL"
"Puerile though the story was, old Zadok's insane earnestness and horror had communicated to me a mounting unrest which joined with my earlier sense of loathing for the town and its blight of intangible shadow.","HPL"
"He can no longer be a subject for pity; we must reserve that for his miserable survivors.""","MWS"
